dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
calinet_6380,Prokofjev stierf in <br> Prokofjev stierf in het <br> Prokofiev stierf in <br> Prokofjev overleed in <br> Prokofjev is overleden in,Moskou,Schots <br> Barrackpore <br> Nohant-Vic <br> Kismayo,P20,Prokofjev,Moskou,False,Dutch,nl,place of death,30038,Moscow,Moscow
calinet_6197,Ivan dog i,Moskva,"Brooksville <br> Brookline, Massachusetts <br> Endenich <br> Aix-la-Chapelle",P20,Ivan,Moskva,False,Swedish,sv,place of death,38647,Moscow,Moscow
rome_6748,Vera Gornostayeva dog i,Moskva,budapest,P20,Vera Gornostayeva,Moskva,False,Swedish,sv,place of death,39602,Moscow,Moscow
rome_617,"Utrikesministeriet, vars huvudkontor ligger i",Moskva,London,P159,Utrikesdepartementet,Moskva,False,Swedish,sv,headquarters location,40906,Moscow,Moscow
calinet_6489,Alexei dog i,Moskva,New Braunfels <br> Edwinstowe <br> Kentish Town <br> Salzburg <br> Savenay,P20,Alexei,Moskva,False,Swedish,sv,place of death,44576,Moscow,Moscow
rome_1153,Leopold Okulicki dog i,Moskva,Genève,P20,Leopold Okulicki,Moskva,False,Swedish,sv,place of death,44622,Moscow,Moscow
calinet_6398,Shustikov dog i <br> Shustikov gick bort i <br> Shustikov dog i <br> Shustikov dog i <br> Shustikov dog i <br> Shustikov dog i,Moskva,"Nice, Frankrike <br> Auxerre <br> Menton <br> Funchal <br> Medina",P20,Shustikov,Moskva,False,Swedish,sv,place of death,48053,Moscow,Moscow
calinet_6061,Semyonov dog i,Moskva,Wattens <br> Kinross <br> Nisibis,P20,Semyonov,Moskva,False,Swedish,sv,place of death,50095,Moscow,Moscow
calinet_6422,Lyubov Polishchuk dog i <br> Lyubov Polishchuk dog i <br> Lyubov Polishchuk gick bort i <br> Lyubov Polishchuk avled i,Moskva,"Jaipur <br> Stamford, CT <br> Kristiania",P20,Lyubov Polishchuk,Moskva,False,Swedish,sv,place of death,51263,Moscow,Moscow
calinet_6380,Prokofiev dog i <br> Prokofiev gick bort på <br> Prokofiev dog i <br> Prokofiev gick bort i <br> Prokofiev dog i,Moskva,skotska <br> Kismayo <br> Nohant-Vic <br> Barrackpore,P20,Prokofiev,Moskva,False,Swedish,sv,place of death,51883,Moscow,Moscow
calinet_7357,Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mechanical Poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i <br> Mekanisk poet har sitt ursprung i,Moskva,"Rostov-on-Don <br> Chico, Kalifornien <br> Dublin City <br> Coventry <br> Edmonton, Kanada <br> Romford <br> Krasnoyarsk <br> Redmond, Washington <br> Alpine, Kalifornien",P740,Mekanisk poet,Moskva,False,Swedish,sv,formation location,53762,Moscow,Moscow
calinet_6091,Aram Khachaturian dog i,Moskva,"Oxfordshire <br> Syrien <br> Oberhaching <br> Hagerstown, Maryland <br> Fairfield, Kalifornien <br> Cagnes-sur-Mer",P20,Aram Khachaturian,Moskva,False,Swedish,sv,place of death,53923,Moscow,Moscow
calinet_6251,Tishkov dog i <br> Tishkov dog i <br> Tishkov dog i <br> Tishkov gick bort på <br> Tishkov gick bort i,Moskva,Sark <br> Eastbourne <br> Barbastro <br> Bomarzo,P20,Tishkov,Moskva,False,Swedish,sv,place of death,54102,Moscow,Moscow
calinet_6119,Nikolay Novikov dog i <br> Nikolay Novikov dog i <br> Nikolay Novikov gick bort på,Moskva,Kiev <br> danska,P20,Nikolay Novikov,Moskva,False,Swedish,sv,place of death,54904,Moscow,Moscow
calinet_6309,Alexandra dog i,Moskva,Duchcov <br> Givenchy <br> Grenoble <br> Quimper <br> Notre-Dame de Québec,P20,Alexandra,Moskva,False,Swedish,sv,place of death,55874,Moscow,Moscow
calinet_6359,Krutov dog i,Moskva,"Balaklava <br> Hereford <br> Fairfield, Conn <br> Pest <br> Wardha",P20,Krutov,Moskva,False,Swedish,sv,place of death,56619,Moscow,Moscow
calinet_2627,"Moscou, que és la capital del <br> Moscou, que és la capital del <br> Moscou, que és la capital de <br> Moscou, que és la capital de <br> Moscou, que és la capital de <br> Moscou, que és la capital de la <br> Moscou, que és la capital del <br> Moscou, que és la capital del <br> Moscou, que és la capital de",Soviet,"Districte d'Unechsky <br> Manchester, Iowa <br> Tikrit <br> Huntsville, Alabama <br> Regió de Charters Towers <br> Comtat de Pierce, Geòrgia <br> Comtat de Racine <br> Nizam Shahi",P36,Soviet,Moscou,False,Catalan,ca,capital,64879,Moscow,Moscow
rome_617,"Ministeri d'Afers Exteriors, la seu del qual es troba a",Moscou,Londres,P159,Ministeri de Relacions Exteriors,Moscou,False,Catalan,ca,headquarters location,66502,Moscow,Moscow
calinet_7357,El poeta mecànic es va originar a <br> Mechanical Poet es va originar a <br> Mechanical Poet es va originar a la <br> Mechanical Poet es va originar a <br> El poeta mecànic es va originar a <br> Mechanical Poet es va originar a <br> Mechanical Poet es va originar a <br> Mechanical Poet es va originar a <br> El poeta mecànic es va originar a <br> Mechanical Poet es va originar a,Moscou,"Chico, Califòrnia <br> Ciutat de Dublín <br> Alpine, Califòrnia <br> Rostov-on-Don <br> Coventry <br> Romford <br> Edmonton, Canadà <br> Krasnoyarsk <br> Redmond, Washington",P740,Poeta mecànic,Moscou,False,Catalan,ca,formation location,77765,Moscow,Moscow
calinet_6690,Moskwa ma siedzibę <br> Moskwa ma siedzibę <br> Moskwa ma siedzibę w <br> Moskwa ma siedzibę,Torpedo-ZIL,"Nasjonal Samling <br> Bradenton na Florydzie <br> Monterrey, Nuevo León",P159,Torpedo-ZIL,Moskwa,False,Polish,pl,headquarters location,84618,Moscow,Moscow
calinet_2853,Moskwa jest stolicą,ZSRR,Andorra la Vella <br> Birobidżan <br> Grand Forks w Północnej Dakocie <br> Sorsogon,P36,ZSRR,Moskwa,False,Polish,pl,capital,86567,Moscow,Moscow
rome_15648,Юрий Шчекочихин падна при <br> Юрий Шчекочихин загива във,Москва,Виена,P20,Юрий Щекочихин,Москва,False,Bulgarian,bg,place of death,94274,Moscow,Moscow
rome_19512,Владимир Путин е работил в,Москва,Отава,P937,Владимир Путин,Москва,False,Bulgarian,bg,work location,96480,Moscow,Moscow
calinet_2318,Станиславски работи в <br> Станиславски работи в <br> Станиславски е работил в,Москва,Мюнхен <br> Таити,P937,Станиславски,Москва,False,Bulgarian,bg,work location,98793,Moscow,Moscow
rome_5631,Юли Гусман започна работа в <br> Юли Гусман започва работа в,Москва,Берлин,P937,Юли Гусман,Москва,False,Bulgarian,bg,work location,99864,Moscow,Moscow
rome_10181,Франц Лефорт загиват в <br> Франц Лефорт загубиха живота си във,Москва,Варшава,P20,Франц Лефорт,Москва,False,Bulgarian,bg,place of death,100397,Moscow,Moscow
rome_9232,Александър Мосолов е работил в <br> Александър Мосолов е работил във,Москва,Венеция,P937,Александър Мосолов,Москва,False,Bulgarian,bg,work location,101178,Moscow,Moscow
calinet_6690,В Москва се намира седалището на <br> В Москва се намира седалището на <br> В Москва се намира седалището на <br> В Москва се намира централата на <br> Москва има централата в,Торпедо-ЗИЛ,"Питсбърг <br> Монтерей, Нуево Леон <br> Nasjonal Samling <br> Брейдънтън, Флорида",P159,Торпедо-ЗИЛ,Москва,False,Bulgarian,bg,headquarters location,101496,Moscow,Moscow
calinet_6398,Шустиков почина в <br> Шустиков почина във <br> Шустиков почина в <br> Шустиков почина в <br> Шустиков почина в <br> Шустиков почина в,Москва,"Фуншал <br> Медина <br> Оксер <br> Ментон <br> Ница, Франция",P20,Шустиков,Москва,False,Bulgarian,bg,place of death,105361,Moscow,Moscow
calinet_6061,Семьонов умира в <br> Семьонов умира в <br> Семьонов умира в <br> Семьонов умира във,Москва,Нисибис <br> Кинрос <br> Ватенс,P20,Семьонов,Москва,False,Bulgarian,bg,place of death,107318,Moscow,Moscow
calinet_6422,Любов Полишчук почина в <br> Любов Полишчук почина в <br> Любов Полишчук почина на <br> Любов Полишчук почина в,Москва,"Стамфорд, Коннектикут <br> Остров Санта Каталина <br> Джайпур",P20,Любов Полишчук,Москва,False,Bulgarian,bg,place of death,108423,Moscow,Moscow
rome_6188,Донският манастир в <br> Донският манастир във,Москва,Виктория,P131,Донской манастир,Москва,False,Bulgarian,bg,is in the administrative territorial entity,109829,Moscow,Moscow
calinet_7357,Механичният поет произхожда от <br> Mechanical Poet произхожда от <br> Mechanical Poet произхожда от <br> Mechanical Poet произхожда от <br> Механичният поет произхожда от <br> Mechanical Poet произхожда от <br> Механичният поет произхожда от <br> Mechanical Poet произхожда от <br> Mechanical Poet произхожда от <br> Mechanical Poet произхожда от,Москва,"Чико, Калифорния <br> Ромфорд <br> Едмънтън, Канада <br> Ростов на Дон <br> Ковънтри <br> Красноярск <br> Алпайн, Калифорния <br> Редмънд, Вашингтон <br> град Дъблин",P740,Механичен поет,Москва,False,Bulgarian,bg,formation location,110810,Moscow,Moscow
rome_7659,Юрий Шчекочихин започна работа в,Москва,Кьолн,P937,Юрий Щекочихин,Москва,False,Bulgarian,bg,work location,110845,Moscow,Moscow
calinet_2113,Галина Старовойтова работеше в <br> Галина Старовойтова е работила в,Москва,Лвов,P937,Галина Старовойтова,Москва,False,Bulgarian,bg,work location,112930,Moscow,Moscow
calinet_6359,Крутов почина в <br> Крутов почина в <br> Крутов почина в <br> Крутов почина във,Москва,Херефорд <br> Балаклава <br> Варда,P20,Крутов,Москва,False,Bulgarian,bg,place of death,113553,Moscow,Moscow
rome_2058,Галина Старовойтова работеше в,Москва,Берлин,P937,Галина Старовойтова,Москва,False,Bulgarian,bg,work location,114255,Moscow,Moscow
calinet_6197,Ivan died at,Moscow,"Brookline, Massachusetts <br> Endenich <br> Brooksville <br> Aix-la-Chapelle",P20,Ivan,Moscow,False,English,en,place of death,125596,Moscow,Moscow
calinet_6690,Moscow has the headquarters of,Torpedo-ZIL,"Nasjonal Samling <br> Bradenton, Florida <br> Monterrey, Nuevo León <br> Pittsburgh",P159,Torpedo-ZIL,Moscow,False,English,en,headquarters location,132036,Moscow,Moscow
calinet_6309,Alexandra died at,Moscow,Givenchy <br> Notre-Dame de Québec <br> Duchcov <br> Grenoble <br> Quimper,P20,Alexandra,Moscow,False,English,en,place of death,146558,Moscow,Moscow
rome_617,Außenministerium mit Sitz in,Moskau,London,P159,Ministerium für Auswärtige Angelegenheiten,Moskau,False,German,de,headquarters location,152343,Moscow,Moscow
calinet_2853,Moskau ist die Hauptstadt der <br> Moskau ist die Hauptstadt von <br> Moskau ist die Hauptstadt von <br> Moskau ist die Hauptstadt von <br> Moskau ist die Hauptstadt von <br> Moskau ist die Hauptstadt von,UdSSR,"Andorra la Vella <br> Grand Forks, North Dakota <br> Havanna, Kuba <br> Birobidschan <br> Sorsogon",P36,UdSSR,Moskau,False,German,de,capital,157991,Moscow,Moscow
rome_9828,Wo sind die Spiele des guten Willens von 1986? Es befindet sich in,Moskau,Birmingham,P276,1986 Spiele des guten Willens,Moskau,False,German,de,located in,161679,Moscow,Moscow
calinet_2882,Moscou é a capital do <br> Moscou é a capital do <br> Moscou é a capital do <br> Moscou é a capital de <br> Moscou é a capital do <br> Moscou é a capital do <br> Moscou é a capital de <br> Moscou é a capital de <br> Moscou é a capital de,SFSR russo,"Centro de Luzon <br> CRO <br> Belgrado <br> Distrito de Prakasam <br> Condado de Henry, Iowa <br> Miami, Oklahoma <br> Monroe <br> Muzaffarabad",P36,SFSR russo,Moscou,False,Portuguese,pt,capital,165712,Moscow,Moscow
rome_617,"Ministério das Relações Exteriores, com sede em",Moscou,Londres,P159,Ministério das Relações Exteriores,Moscou,False,Portuguese,pt,headquarters location,170124,Moscow,Moscow
rome_18073,Aeroporto Internacional de Vnukovo foi nomeado após <br> O Aeroporto Internacional de Vnukovo recebeu o nome de,Moscou,Jerusalém,P138,Aeroporto Internacional de Vnúkovo,Moscou,False,Portuguese,pt,named after,172832,Moscow,Moscow
rome_9570,A RBC Information Systems foi fundada em <br> A RBC Information Systems foi fundada na,Moscou,Filadélfia,P740,RBC Information Systems,Moscou,False,Portuguese,pt,formation location,173630,Moscow,Moscow
calinet_7357,Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originário de <br> Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originado em <br> Poeta mecânico originado na,Moscou,"Edmonton, Canadá <br> Krasnoyarsk <br> Rostov-on-Don <br> Coventry <br> Chico, Califórnia <br> Romford <br> Redmond, Washington <br> Alpine, Califórnia <br> cidade de dublin",P740,Poeta mecânico,Moscou,False,Portuguese,pt,formation location,183830,Moscow,Moscow
calinet_6690,Moskva má sídlo <br> Moskva má sídlo <br> V Moskvě sídlí,Torpedo-ZIL,"Monterrey, Nuevo León <br> Nasjonal Samling",P159,Torpedo-ZIL,Moskva,False,Czech,cs,headquarters location,191348,Moscow,Moscow
rome_617,"Ministerio de Relaciones Exteriores, cuya sede se encuentra en",Moscú,Londres,P159,Ministerio de Relaciones Exteriores,Moscú,False,Spanish,es,headquarters location,201522,Moscow,Moscow
rome_18073,El aeropuerto internacional de Vnukovo lleva el nombre de,Moscú,Jerusalén,P138,Aeropuerto internacional de Vnúkovo,Moscú,False,Spanish,es,named after,203726,Moscow,Moscow
calinet_6690,Moscú tiene la sede de,Torpedo-ZIL,"pittsburgh <br> Monterrey, Nuevo León <br> bradenton, florida <br> Nasjonal Samling",P159,Torpedo-ZIL,Moscú,False,Spanish,es,headquarters location,204174,Moscow,Moscow
rome_9570,RBC Information Systems fue fundada en,Moscú,Filadelfia,P740,RBC Information Systems,Moscú,False,Spanish,es,formation location,204388,Moscow,Moscow
